id,Name,Age,Height,Weight,Crime,Banana consumption
483,Serge Skacel,31,168.6,46.900000000000001,1043,82.5700000000000005
484,Konstanze Gotcliffe,20,146.2,47.2,1018,82.04
485,Mic Balma,32,164.7,35.5,814,74.09
486,Rona Krugmann,51,178.8,40.8,772,99.96
487,Ricoriki Scoyles,21,162.3,28.4,1192,82.36
488,Charissa Eykel,24,159.9,35.400000000000001,782,72.6800000000000005
489,Madge Havill,18,165.6,48.000000000000001,1000,63.2200000000000005
490,Giffard Minty,22,166.5,46.9,998,79.55
491,Cleavland Wilks,33,161.1,45.8,722,86.42
492,Swen Cervantes,29,165.6,44.600000000000001,808,80.3200000000000005
493,Jelene Dei,34,159.2,37.7,1073,88.39
494,Elaina Slym,13,164.5,37.9,882,71.25
495,Doroteya Haddick,32,166.0,29.4,776,76.1
496,Micky Dunley,35,174.0,22.1,1354,86.25
497,Padriac Simmank,27,156.2,52.1,757,79.49
498,Didi Battisson,20,149.3,43.1,838,80.31
499,Marika Bittleson,35,168.4,39.1,634,85.63
500,Bab Bradbrook,31,169.1,34.700000000000001,988,75.1700000000000005
501,Shandee de Mullett,29,171.6,38.200000000000001,1017,86.7200000000000005
502,Salvador Alelsandrowicz,32,160.6,42.7,1191,89.27
503,Nehemiah Rainbow,24,171.1,45.100000000000001,1108,69.6700000000000005
504,Kizzee Grimwood,41,166.0,27.2,1138,93.5
505,Regen Folker,21,158.2,40.0,908,66.74
506,Paulo Mundall,42,178.0,38.8,1055,102.1
507,Haley Hakonsson,27,162.8,39.5,913,77.21
508,Stephanie Savill,24,165.4,43.700000000000001,893,75.3300000000000005
509,Peggi Ladyman,42,172.9,30.4,991,91.78
510,Erasmus Lardiner,21,161.4,51.0,1091,79.48
511,Albertine Freshwater,30,162.2,43.8,777,83.04
512,Ban Tilberry,43,159.6,31.6,1090,90.12
513,Bordie Zuanelli,32,164.7,29.7,1064,83.99
514,Rica Prise,16,155.3,51.6,943,77.76
515,Brandi Oldroyd,16,149.0,41.7,829,78.05
516,Darcee Recke,30,168.1,48.6,1066,78.92
517,Morissa Codi,25,166.2,36.6,908,81.54
518,Korrie Salzberg,24,155.4,46.500000000000001,1145,77.7300000000000005
519,Katinka Dugget,29,161.8,54.500000000000001,883,82.1100000000000005
520,Kiley Jephcote,25,154.7,42.3,1065,66.39
521,Prescott Ducker,23,164.1,46.500000000000001,841,82.2700000000000005
522,Natalee Lewnden,29,168.2,42.000000000000001,674,88.8400000000000005
523,Zenia Weaben,21,155.0,43.6,921,73.7
524,Joelle Cockran,47,171.1,39.2,1395,112.02
525,Ole Eakens,10,154.5,46.0,812,67.3
526,Caria Paolino,26,152.2,37.2,1137,78.34
527,Victoria Liepmann,24,150.8,38.100000000000001,892,65.1100000000000005
528,Jeremie Fairman,26,163.5,36.1,935,82.85
529,Ly Ivanets,14,158.7,52.3,907,81.69
530,Tommy Rubinchik,47,176.4,28.5,1199,102.83
531,Bevon Vallack,18,164.5,47.900000000000001,1200,76.6500000000000005
532,Rhianon Losemann,19,171.3,44.2,1141,75.06
533,Aubrette Ference,36,174.7,38.1,1144,86.39
534,Dell Cornelis,34,169.2,28.7,1474,87.29
535,Christal Brightey,39,165.3,42.6,1003,93.76
536,Nerti Tegeller,35,162.9,47.6,898,92.78
537,Thurston Ogle,14,166.0,36.4,1062,73.2
538,Elizabeth Grocutt,21,168.6,52.3,746,80.67
539,Corny Donlon,32,166.7,36.9,1079,84.29
540,Daren Farnhill,45,169.0,38.6,1384,94.5
541,Earvin Cornely,17,159.2,50.0,937,66.84
542,Lukas Janous,35,178.3,28.9,705,85.71
543,Kenon Bims,44,168.6,41.1,909,100.87
544,Stevena Diplock,28,171.4,43.8,1234,85.58
545,Tate Hirtzmann,26,163.2,45.1,867,82.59
546,Adel Moisey,29,156.3,27.900000000000001,898,73.1100000000000005
547,Hyacinth Stanley,26,164.0,49.0,1136,89.8
548,Sergei Lycett,26,162.8,42.6,984,78.36
549,Molli Parren,26,158.9,46.1,782,78.33
550,Gunar Kidman,21,156.2,40.0,1025,73.34
551,Chip McWhannel,26,172.7,34.5,1212,82.09
552,Henri Ainley,34,167.2,44.5,676,87.09
553,Rebekkah Folomin,41,168.3,39.4,1053,94.46
554,Shelagh Cornil,30,166.7,40.3,499,77.39
555,Brewer Lahy,31,159.2,42.100000000000001,895,87.4900000000000005
556,Robbi Betser,30,161.7,38.7,895,86.69
557,Quinn Prop,37,162.0,47.5,1433,92.75
558,Davidson Crandon,33,158.6,37.9,892,83.27
559,Rocky Asee,19,157.8,50.6,928,88.76
560,Marcie Witton,38,161.0,31.8,870,98.1
561,Shalom Simonou,21,158.8,48.9,628,76.61
562,Orelie Pretty,29,172.4,43.300000000000001,512,87.9300000000000005
563,Morgen Belfield,34,166.5,35.0,1019,83.3
564,Barthel Alday,34,171.7,33.2,1155,85.84
565,Paolina Demeza,24,159.2,50.000000000000001,861,84.1400000000000005
566,Daune Ilyas,47,168.3,43.4,1260,101.36
567,Teresa Parradine,31,169.7,36.800000000000001,1089,78.2400000000000005
568,Pamela Edlyne,28,160.5,46.2,721,74.3
569,Faustine Bemand,16,161.3,44.2,1486,78.76
570,Brandais Romke,12,150.4,40.3,958,71.23
571,Vin Kleinstein,23,160.7,35.200000000000001,1204,68.3400000000000005
572,Christin O'Beirne,38,176.6,36.5,528,101.07
573,Estella Rossin,38,168.5,40.4,1041,85.2
574,Pennie Abbatt,36,161.6,51.2,1195,87.82
575,Marris Hightown,36,182.6,38.3,1221,86.87
576,Rafferty Moan,19,159.1,58.6,1033,81.22
577,Franni Driscoll,34,166.9,50.7,1120,80.03
578,Brit Misselbrook,29,158.6,41.800000000000001,682,75.1200000000000005
579,Gibbie Imlach,21,149.1,50.8,986,75.32
580,Mar Croisier,28,166.8,46.1,1064,81.01
581,Liane Leteurtre,32,168.7,41.4,881,92.94
582,Greggory Healing,32,160.2,50.2,1039,77.24
583,Homerus Falshaw,41,174.3,32.1,920,95.01
584,Benson Ianetti,28,171.0,50.7,1245,83.35
585,Simone Arpe,41,169.5,35.9,1041,90.15
586,Flemming Sexti,34,166.9,41.5,1092,86.53
587,Ramon Frowde,42,180.3,46.6,941,95.36
588,Garrik McGaffey,21,153.2,53.8,1328,69.74
589,Jemima Folkes,22,151.4,40.1,700,71.73
590,Kylie Clemanceau,43,168.4,32.3,544,92.43
591,Sumner Drewet,35,164.2,45.2,837,94.34
592,Valdemar Yanyushkin,30,166.9,49.4,1116,86.68
593,Paten Killingsworth,21,163.9,46.7,1007,70.33
594,Craig Kalkofer,23,169.4,40.100000000000001,1032,84.2300000000000005
595,Davine Kitchin,27,159.8,38.3,597,82.71
596,Genna Wrettum,20,163.6,48.9,857,74.97
597,Fabio Standage,24,169.6,41.400000000000001,1080,82.1200000000000005
598,Jecho De Biaggi,39,167.0,32.5,1097,89.75
599,Harlan Baggarley,40,171.3,42.1,1099,105.21
600,Brion Rowth,25,175.1,42.2,851,77.52
601,Nessie Carty,37,161.3,24.8,1344,88.86
602,Lynne Sprigg,36,179.6,46.8,551,95.22
603,Giustino Fiddyment,23,162.8,45.400000000000001,956,87.4600000000000005
604,Palm Gerant,28,165.3,40.8,891,75.76
605,Manuel Ayscough,18,164.1,49.900000000000001,1289,82.5700000000000005
606,Morgen Austins,37,167.9,45.9,1138,89.23
607,Mordecai Woodroffe,18,167.5,40.600000000000001,675,79.8000000000000005
608,Rurik McFadden,41,170.5,33.2,992,102.5
609,James Renzini,23,164.4,33.000000000000001,1224,78.1800000000000005
610,Anestassia Daborn,30,165.8,38.2,956,78.66
611,Tersina Spry,24,160.4,45.500000000000001,947,82.4300000000000005
612,Jeralee Strelitz,29,164.6,38.100000000000001,1171,78.6700000000000005
613,Camel Jeram,34,167.2,39.4,1364,94.24
614,Florella McAlinion,20,164.6,34.4,702,76.82
615,Humphrey Rennenbach,25,163.8,43.2,1557,82.86
616,Fredek Sellar,38,172.1,43.7,1128,97.17
617,Tommy Boydell,21,145.3,33.0,973,70.66
618,Gard Beardall,24,160.6,41.200000000000001,1038,83.6200000000000005
619,Bard Milward,52,178.5,16.2,953,96.8
620,Fairfax McGlade,37,160.6,38.8,676,84.22
621,Kimberlee Remmer,14,159.8,42.7,861,67.11
622,Cassandry Arents,43,171.2,37.8,890,97.94
623,Guss Verty,17,155.9,40.0,945,65.68
624,Ronni Hatchette,25,157.8,52.8,1274,83.86
625,Stacee Ygoe,31,167.2,49.500000000000001,1326,95.9900000000000005
626,Jeromy Riggulsford,44,180.5,34.3,1109,102.95
627,Carmelia Lissemore,20,163.1,53.5,1494,70.27
628,Merridie McGruar,38,166.1,38.9,1235,86.77
629,Helga Scally,47,174.4,40.6,1275,100.68
630,Misty Huie,15,146.7,41.4,839,66.24
631,Sampson Maving,42,184.9,27.1,1043,92.33
632,Reeba Streets,33,170.8,47.9,1076,89.11
633,Clotilda McCallam,32,163.7,44.1,647,86.99
634,Micheil Tomalin,21,160.2,39.4,869,87.94
635,Barthel Twigger,26,157.3,38.3,1203,77.41
636,Starlin Dullard,26,150.3,39.7,930,73.41
637,Gerrilee Fishbourn,19,161.4,38.1,955,72.43
638,Darleen Denacamp,41,163.8,42.1,847,90.11
639,Madalyn McGiveen,16,162.9,43.5,974,57.73
640,Janith Boorer,34,166.9,49.1,735,92.13
641,Melisande Tenant,30,166.5,45.4,831,73.6
642,Jennie Boyington,25,162.7,52.0,853,67.44
643,Wilton Jolliman,13,158.9,48.7,878,66.53
644,Pooh MacKill,24,164.0,38.800000000000001,1281,73.3000000000000005
645,Roobbie End,40,176.7,31.5,1083,79.29
646,Glenden Buesden,24,154.5,51.800000000000001,1059,68.7000000000000005
647,Wyn Esselin,20,158.2,37.5,890,71.29
648,Kalinda Cordelet,29,157.3,41.800000000000001,1178,85.1600000000000005
649,Cazzie Di Franceshci,40,173.7,39.2,929,101.34
650,Solomon Matieu,29,166.5,41.800000000000001,1050,87.8000000000000005
651,Sidoney Teager,18,160.5,36.300000000000001,990,68.6500000000000005
652,Sabine Byrnes,27,168.6,48.2,1035,81.72
653,Tammy Haeslier,24,166.8,42.100000000000001,633,88.0100000000000005
654,Kale Casina,28,159.8,44.3,1102,82.61
655,Chadd Bevir,48,168.0,39.0,949,106.3
656,Kaitlynn Docksey,21,159.0,37.3,1180,70.05
657,Morrie Deinhard,42,171.3,30.3,1199,96.71
658,Shelbi Raiman,21,165.0,42.5,1313,75.55
659,Dolorita Cosham,42,173.5,41.2,857,89.7
660,Marlene Sitford,34,159.2,49.8,658,91.84
661,Barney Farquar,27,164.1,40.5,1202,75.17
662,Shelton Smallcomb,28,155.0,46.3,1053,72.65
663,Kattie Coopman,29,170.6,43.200000000000001,1225,86.0200000000000005
664,Giuseppe Underdown,25,161.2,52.9,873,80.19
665,Earle Michallat,26,171.5,37.9,808,78.95
666,Amalita Mateus,39,179.7,36.5,537,85.69
667,Dana Cavozzi,27,166.2,39.5,1118,83.69
668,Olin Bartolomeotti,18,154.3,46.600000000000001,1632,71.5600000000000005
669,Corby Smieton,29,171.9,48.800000000000001,1083,105.0800000000000005
670,Hayyim Stoad,18,159.4,43.100000000000001,1187,72.2300000000000005
671,Web Martschke,38,166.5,36.2,1300,78.5
672,Dayna Balint,36,172.2,53.6,1332,96.44
673,Crichton Rohlfing,34,163.5,38.4,973,87.7
674,Son Rymer,19,152.1,54.9,1050,76.67
675,Dione Cockman,40,174.9,26.2,834,88.68
676,Rennie Mandel,45,164.7,40.9,821,92.99
677,Nert Halfhead,28,162.3,37.8,1132,75.06
678,Diarmid Riden,27,161.4,39.3,963,75.53
679,Horatius Sunderland,39,172.6,39.5,571,90.47
680,Dehlia McClune,37,177.8,31.9,1146,84.51
681,Bogey Edleston,27,164.0,41.2,1299,69.7
682,Willette Skellion,10,165.8,54.3,1146,59.71
683,Deeyn Yurkevich,33,159.2,39.6,682,89.24
684,Elton Trumpeter,13,147.3,48.6,1186,56.06
685,Lurleen Jovey,22,151.5,41.8,1172,75.8
686,Boothe Canland,21,158.5,48.8,961,72.3
687,William Ruckledge,38,170.4,35.6,1340,82.18
688,Mercedes Bleackly,36,170.6,47.4,1141,91.12
689,Teresa Elijahu,37,179.4,38.0,914,88.88
690,Josephine Raubenheimer,26,160.9,41.0,943,77.98
691,Alysia Wadelin,14,164.1,38.1,675,60.37
692,Pincas Hamstead,35,159.8,38.4,905,79.16
693,Myrah Atyeo,30,161.0,37.8,1345,80.7
694,Thain Shortan,22,162.0,44.7,908,83.85
695,Lanny Klimes,9,149.4,53.2,1457,52.88
696,Walliw Kingsnod,35,167.2,34.1,1273,84.09
697,Osbert Debrett,34,158.0,31.4,1074,89.5
698,Gilligan De Ath,29,169.1,44.700000000000001,970,88.4700000000000005
699,Cyndi McPhater,7,155.0,41.4,985,50.0
700,Ida Ander,32,160.5,36.9,849,87.65
701,Elihu McEttigen,22,154.1,46.7,1053,85.47
702,Elmira Fealy,30,155.8,32.1,1026,69.61
703,Allie Speechley,27,159.7,29.0,996,79.44
704,Emmy McCrea,31,177.5,49.400000000000001,991,84.7000000000000005
705,Venita Heyball,22,162.8,45.5,1214,88.41
706,Valaree Tedder,36,171.2,32.8,899,79.64
707,Fred Aingell,36,163.9,43.1,736,88.93
708,Klaus Mallalieu,33,169.3,33.7,1117,89.61
709,Wang Glasscoo,23,158.9,45.000000000000001,609,71.4800000000000005
710,Vance Kendal,35,171.4,41.0,1107,91.48
711,Felike Catcherside,23,148.9,43.300000000000001,1158,72.6300000000000005
712,Aluino Petto,8,152.1,55.1,988,67.47
713,Zsa zsa Ekins,17,161.4,50.9,1196,63.83
714,Cortney Dudderidge,52,178.1,30.6,1011,101.92
715,Inness Demangel,15,152.6,39.3,1051,73.47
716,Tarra Laugherane,52,177.2,38.4,1021,106.34
717,Ainslie Ciccone,40,170.5,42.6,898,104.2
718,Ferd Hyams,27,150.0,42.4,568,84.0
719,Romy Vel,18,158.7,44.800000000000001,1084,62.3400000000000005
720,Ambrosio Bernardinelli,41,163.7,37.8,976,86.84
721,Zoe Siaskowski,32,164.9,43.0,821,88.78
722,Lew Frow,27,169.6,52.0,1155,83.42
723,Jeramey Vivyan,53,174.4,33.1,1148,99.13
724,Boyce Shambrook,17,170.6,44.0,884,69.72
725,Kiley Cline,46,166.4,39.5,1174,108.63
726,Price Thumann,29,166.2,46.800000000000001,836,83.3400000000000005
727,Avie Chewter,33,169.3,38.4,1048,84.46
728,Alphonse Dominelli,26,171.7,33.0,663,79.34
729,Orelle Holligan,28,159.3,42.6,960,69.66
730,Brennan Lines,3,159.8,48.4000000000000001,1062,56.66000000000000005
731,Hyacinthe Scolding,41,176.2,34.5,811,103.99
732,Timofei Kleewein,46,173.6,32.6,1069,90.52
733,Brose Vanichkov,17,165.4,50.9,852,84.83
734,Gerhard Benbrick,48,188.0,41.4,1165,111.5
735,Lorrie Cregg,35,168.8,30.0,1179,90.26
736,Julianne Mealiffe,18,164.8,41.100000000000001,1182,79.2100000000000005
737,Lauraine Scotting,14,156.3,39.7,855,59.91
738,Chrystel Kehir,3,139.8,43.3000000000000001,1267,54.31000000000000005
739,Roby Wagstaffe,10,150.5,40.4,1184,55.5
740,Nanette Le Claire,33,163.1,34.8,848,79.42
741,Markos Dartnell,37,171.9,40.9,861,99.03
742,Alysia Thyng,39,164.8,47.8,927,87.96
743,Andrej Sams,32,155.6,36.9,1421,75.67
744,Matthaeus Larkworthy,33,163.9,33.4,1118,85.18
745,Rodolph Malin,24,157.0,38.100000000000001,1116,84.0500000000000005
746,Willy Dancer,34,160.4,40.4,841,87.98
747,Xaviera Whitney,31,160.6,37.200000000000001,895,80.8200000000000005
748,Janet Zavattiero,24,170.4,45.100000000000001,945,84.7300000000000005
749,Crystie Peterken,19,159.8,43.7,1000,70.61
750,Ethel Cabble,19,150.4,38.5,895,77.53
751,Burty Trimnell,35,164.3,41.0,867,85.76
752,Wrennie Eglinton,32,173.2,42.8,972,87.44
753,Germaine Marcos,28,165.8,32.6,1021,72.16
754,Garreth Antoniottii,16,168.6,50.1,1040,73.57
755,Sebastien Dearell,38,157.2,37.7,863,84.59
756,Jenny Ferro,8,152.2,46.1,901,66.49
757,Brewer Yuryshev,19,141.7,44.8,1107,76.94
758,Zackariah Dykins,23,163.2,41.600000000000001,1029,70.8400000000000005
759,Tish Dodshun,24,164.5,37.000000000000001,1198,81.7000000000000005
760,Lulita Fittis,24,163.7,39.300000000000001,1096,70.1900000000000005
761,Brandais D'Elias,37,172.9,49.0,601,92.58
762,Hayden Pawel,40,163.0,50.1,1384,96.95
763,Kiele Malinson,12,160.7,46.8,955,65.74
764,Freddy Hovie,29,159.4,38.900000000000001,1008,82.7300000000000005
765,Casar Gabriely,38,161.4,38.6,1014,94.28
766,Paul Sacker,30,167.1,36.1,1455,82.67
767,Allyn Enos,16,156.1,48.8,1101,65.72
768,Morse Misselbrook,31,163.3,44.000000000000001,1179,94.6600000000000005
769,Quinn Brookwell,47,174.8,31.2,969,115.46
770,Kory O'Brien,30,166.0,52.8,999,104.0
771,Biddie Girardini,29,170.1,42.200000000000001,828,76.8200000000000005
772,Virginie Terzza,57,162.3,31.2,1239,98.46
773,Flynn Boman,8,155.0,37.0,735,59.0
774,Filippo Rubel,37,169.8,29.3,813,89.31
775,Bob Sibly,52,174.4,41.8,1108,113.68
776,Gerda Tibb,21,156.3,38.2,884,73.26
777,Bondie Kohler,24,158.6,49.500000000000001,1287,82.9700000000000005
778,Rod Matussevich,43,172.4,32.1,781,89.83
779,Dionysus Nuemann,35,168.1,44.0,1232,89.42
780,Malinda Clemmen,42,171.6,45.9,818,101.77
781,Ralf Cecere,38,167.7,40.9,1023,83.69
782,Godiva Pine,42,176.0,55.2,1076,91.8
783,Alta Camies,19,154.3,37.5,1130,68.01
784,Ileana Loftie,42,161.9,34.0,645,80.08
785,Maurine Sanders,48,169.9,30.3,725,85.93
786,Linoel Rowbottom,25,161.6,39.9,1150,78.97
787,Lu Devericks,40,179.9,46.4,1113,90.08
788,Zilvia Rosenzveig,31,165.7,34.600000000000001,1126,76.6400000000000005
789,Hubert Honacker,31,152.4,58.800000000000001,787,80.8800000000000005
790,Ilise Howbrook,36,163.2,41.6,1270,92.54
791,Olly Simecek,39,168.9,41.8,1432,103.98
792,Grover Brookzie,13,159.0,56.6,1020,70.5
793,Francisco Vreiberg,37,165.4,45.4,1047,84.18
794,Ddene Gantzman,5,156.9,52.4,1095,52.68
795,Mel Maffezzoli,33,163.6,35.3,868,75.07
796,Blisse Caville,22,153.7,42.5,1174,67.19
797,Ingar Ascroft,36,164.5,38.3,938,84.05
798,Deck Lardeux,25,163.5,50.6,860,90.6
799,Gerrilee Kolodziejski,40,163.1,41.6,1009,100.52
800,Elia Rushforth,30,161.2,38.5,1201,77.59
801,Bron Poxton,5,149.2,39.4,952,68.04
802,Rhiamon Lympany,32,171.2,36.5,603,80.09
803,Sabrina Biggs,20,150.1,40.6,646,73.02
804,Bronnie Hydes,32,170.1,35.5,902,86.47
805,Dorthea Cestard,45,169.4,30.5,1247,102.83
806,Dom Whinney,28,164.7,41.4,1410,76.54
807,Arly Anthill,20,161.8,35.5,895,72.21
808,Buddy Landells,41,165.7,30.1,651,86.79
809,Desmund Rees,40,166.2,27.9,1378,92.59
810,Sutton Junkison,32,182.6,50.5,1239,91.57
811,Verine Himsworth,37,163.1,34.1,749,86.57
812,Nealy Gallager,13,159.2,52.5,1005,73.89
813,Lyndsay Markel,34,166.8,32.9,1004,95.81
814,Amalea Nowell,35,170.2,31.7,1162,81.29
815,Kipp Le feuvre,40,170.8,23.1,1279,90.11
816,Gibbie Pirrie,46,187.6,37.4,716,108.82
817,Hedwiga Mackleden,12,158.9,46.1,1138,53.53
818,Heath Leaver,29,163.4,45.700000000000001,1155,83.7300000000000005
819,Antonino Marunchak,23,165.1,40.600000000000001,1007,71.3200000000000005
820,Delphine Bramham,36,175.0,32.2,1062,87.9
821,Nahum Klugel,27,178.4,41.8,1294,93.48
822,Arabel Stansell,41,175.3,31.6,607,96.06
823,Ragnar Southwick,32,162.5,32.7,594,75.05
824,Janeta Kayley,50,177.6,27.2,1045,101.82
825,Ivett Glandon,11,154.9,53.6,1068,68.38
826,Huntlee Battabee,28,166.0,37.6,932,74.7
827,Winifield Easun,41,166.5,34.6,923,100.3
828,Shadow Staveley,46,178.4,36.3,1126,101.83
829,Ahmed Elfleet,38,174.2,43.3,871,91.99
830,Meryl Merle,24,163.5,46.100000000000001,821,78.7500000000000005
831,Yankee Conn,22,167.4,43.5,988,71.03
832,Tiebold Streak,23,164.2,41.600000000000001,1163,75.4400000000000005
833,Foss Burgisi,24,167.9,43.800000000000001,1254,79.8800000000000005
834,Bari Mc Andrew,31,168.6,49.700000000000001,1095,96.5700000000000005
835,Ira Triplett,34,172.1,35.7,1161,79.07
836,Taylor Iowarch,31,154.2,39.500000000000001,944,82.5900000000000005
837,Fallon Kobieriecki,9,164.5,44.5,1351,61.05
838,Vidovic Parffrey,31,158.4,42.300000000000001,923,81.7300000000000005
839,Kristos Grahlman,18,163.1,39.000000000000001,696,78.0200000000000005
840,Amble Stuchburie,36,171.9,50.8,1071,93.18
841,Rhody Eppson,39,168.3,45.4,1296,89.16
842,Kamilah Champion,24,150.6,43.400000000000001,1166,76.0200000000000005
843,Lalo Fiennes,36,179.5,36.5,1012,93.65
844,Gweneth Madsen,39,174.1,44.8,993,105.32
845,Joana Lawman,32,172.2,38.7,931,78.49
846,Bartholemy Craydon,23,165.3,42.100000000000001,1055,82.5100000000000005
847,Chalmers Dell Casa,34,170.2,46.6,1012,84.94
848,Hasty Normavell,21,167.6,38.1,981,64.77
849,Bonnibelle Knottley,38,165.0,40.1,1006,79.85
850,Wyatt Pusill,29,163.3,34.000000000000001,932,78.5600000000000005
851,Rudolph Pinson,29,160.8,44.300000000000001,1097,71.8100000000000005
852,Brittani Gilleson,22,163.7,43.1,1074,76.99
853,Fremont Perrigo,43,173.0,38.2,837,96.9
854,Pace Dymock,45,174.5,38.8,845,96.5
855,Keri Carlisle,41,169.2,36.3,1013,104.29
856,Ernaline Rushby,36,162.5,50.6,1034,92.0
857,Tabbie Ferrierio,10,156.0,37.2,787,55.8
858,Abbe Hambatch,26,173.1,37.9,1316,79.27
859,Augusto Wiltshire,61,185.9,22.8,736,114.58
860,Shaun Delmonti,26,161.5,32.4,1288,81.3
861,Shaylah Walcar,32,164.9,40.7,872,86.43
862,Sydney Standish,7,154.2,43.5,931,58.59
863,Elissa Ludee,35,161.4,29.2,853,83.78
864,Maddalena Bernli,45,177.6,38.9,1045,92.67
865,Ray Giamuzzo,42,171.3,36.5,1106,89.51
866,Phillip Soda,25,162.6,36.1,1092,63.57
867,Buiron Lackinton,41,159.3,38.1,1145,92.31
868,Abraham Sidry,20,161.1,49.5,1254,76.97
869,Annadiane Colaton,36,166.5,38.6,893,93.7
870,Jeromy Bedow,29,164.6,52.800000000000001,838,83.8200000000000005
871,Grissel Skeels,12,158.9,50.9,858,67.83
872,Diannne Canfer,37,177.4,40.6,1115,89.98
873,Denys Gibbonson,10,162.3,54.2,704,66.86
874,Leon Ferraron,35,172.9,35.4,1055,77.18
875,Adi Twort,29,166.6,43.900000000000001,887,91.4700000000000005
876,Allx Blanche,29,156.8,36.400000000000001,1243,82.1600000000000005
877,Wallie Tremethack,30,147.4,42.6,1385,86.28
878,Curran Satch,19,165.3,48.4,828,78.46
879,Marchelle De Bernardis,19,147.9,46.6,1095,71.78
880,Patrick Sabathier,33,168.7,36.3,1227,82.39
881,Marsh Beastall,39,164.3,29.8,720,85.86
882,Urbano Krojn,44,186.4,32.3,714,102.63
883,Aurelie Kubasiewicz,24,148.1,45.700000000000001,1011,80.1700000000000005
884,Allin Moniker,30,166.8,48.2,246,85.86
885,Sybila Rubinowitch,27,163.3,34.0,747,61.76
886,Stevana Caldera,42,166.0,34.0,1045,92.9
887,Neil Straniero,43,177.9,33.7,1223,86.43
888,Hogan Alwen,4,155.0,38.4,935,53.7
889,Carlita Gager,25,162.1,47.8,952,80.22
890,Ev Oades,13,148.0,41.5,1153,55.85
891,Jessy Deelay,11,154.4,47.5,1053,66.93
892,Meg Laingmaid,53,185.0,30.0,1164,103.3
893,Aube Paff,23,152.0,38.200000000000001,1062,82.7000000000000005
894,Alice Ughelli,35,171.8,34.0,1043,82.96
895,Othella Capron,27,166.5,43.4,912,75.8
896,Maura Sketh,37,165.3,36.5,855,89.11
897,Willetta Sighard,23,153.7,44.900000000000001,1115,68.6900000000000005
898,Muffin McElrath,49,172.1,31.0,1092,105.52
899,Chicky Pineaux,41,172.7,39.0,1036,89.24
900,Nikolas Page,30,162.3,45.5,1242,87.21
901,Ardelle Bartles,30,170.0,33.8,831,88.0
902,Conney Bonin,16,158.0,49.2,1062,70.6
903,Prissie Startin,22,159.9,47.5,723,87.53
904,Sonni Giblin,20,167.0,56.1,1228,82.35
905,Sarita Swanston,28,169.1,45.6,994,81.22
906,Mair Frigout,47,181.8,39.3,945,106.81
907,Cleavland Smyth,37,173.2,39.8,931,86.14
908,Peggie Greves,35,159.5,32.9,861,70.85
909,Damon Van der Merwe,16,162.6,47.4,1431,71.52
910,Peta Twiddy,56,176.4,32.5,745,106.53
911,Eda Cutriss,37,170.1,45.8,866,86.52
912,Waite Edmonson,35,167.9,41.1,789,90.63
913,Devon Towersey,27,170.3,48.1,803,77.21
914,Knox Scrange,39,158.1,47.5,806,90.27
915,Antonina Paeckmeyer,31,158.5,39.700000000000001,1054,91.4500000000000005
916,Konstantin Igonet,26,170.1,45.6,971,82.12
917,Clifford Gilchrest,26,161.7,34.1,784,69.69
918,Clive Jozef,32,172.2,46.4,942,98.14
919,Latrena Brodeau,31,168.9,38.300000000000001,1335,91.3300000000000005
920,Inessa Brafield,20,155.7,45.4,1138,74.54
921,Archaimbaud Flemmich,29,159.8,42.300000000000001,655,77.5100000000000005
922,Winnifred Daintith,10,159.5,57.0,1032,66.1
923,Jerrold Wellbelove,33,176.7,36.2,1094,79.14
924,Elle Gurys,46,164.3,37.6,735,91.86
925,Vere Tresler,36,164.8,34.2,1119,86.96
926,Madelena Hilldrop,46,164.8,24.9,1136,93.41
927,Edita Tasker,4,159.3,52.4,1036,49.06
928,Teador Candelin,30,160.6,42.1,1078,89.57
929,Gaspar McMearty,17,152.0,50.6,1050,74.2
930,Rafe Jeffries,26,158.8,27.2,685,73.66
931,Halsy Beautyman,33,166.4,45.1,989,96.23
932,Kellen Moffatt,24,165.7,41.400000000000001,855,72.9400000000000005
933,Aile Greenfield,23,160.7,51.800000000000001,930,65.0400000000000005
934,Braden Chaffe,44,168.8,51.3,822,97.01
935,Julietta Calven,13,165.0,46.2,921,58.4
936,Cindee Hibbart,35,167.4,41.2,878,93.78
937,Clovis Jakab,49,177.8,24.3,1254,102.21
938,Lorry Douse,8,152.9,45.8,1131,63.38
939,Heddi Zuenelli,30,163.8,50.4,1393,83.66
940,Aarika Kirke,40,167.7,41.8,1340,85.74
941,Shoshana Dunnett,44,172.1,44.4,1232,98.52
942,Denys Burges,-4,146.3,44.6,1334,49.86
943,Dunc Hayman,23,163.7,37.800000000000001,1031,65.7400000000000005
944,Ajay Loghan,34,166.0,36.5,914,95.35
945,Raimund Durgan,20,162.1,45.8,880,76.02
946,Moss Yitzowitz,34,172.5,42.2,722,102.0
947,Margarete Pfeffel,26,163.2,46.8,1249,80.34
948,Welsh De Mitris,22,158.1,49.5,723,75.67
949,Lonnard Foskett,23,162.1,41.700000000000001,1266,78.6700000000000005
950,Rozanne Drysdell,54,174.5,39.1,1104,106.05
951,Mellisent Pinn,42,177.8,32.7,998,84.91
952,Guinevere Linklater,31,160.6,40.500000000000001,912,89.9700000000000005
953,Lucina Giddings,28,160.0,43.1,1143,74.55
